breadcrumb_category,category,product_name,pricing,image_urls,descriptions_title,descriptions,description_itemized,sizes,tags
"戻る,ユニセックス,シューズ・靴,スニーカー,オリジナルス,バレンタイン,キャンパス 00s,キャンパス 00s / Campus 00s",None オリジナルス,キャンパス 00s / Campus 00s,"13,200","https://shop.adidas.jp/photo/H0/H03477/s-H03477-standard-side_lateral_center_view-MtLS4RJK3C.jpg, https://shop.adidas.jp/photo/H0/H03477/s-H03477-standard-top_portrait_view-i814Tuy64h.jpg, https://shop.adidas.jp/photo/H0/H03477/s-H03477-standard-bottom_view-RCMx0LFU8E.jpg, https://shop.adidas.jp/photo/H0/H03477/s-H03477-standard-front_lateral_top_view-KS8uNJF9UD.jpg, https://shop.adidas.jp/photo/H0/H03477/s-H03477-standard-back_lateral_top_view-Lhokw5N0VF.jpg, https://shop.adidas.jp/photo/H0/H03477/s-H03477-standard-side_medial_center_view-m8VMB0BPhu.jpg, https://shop.adidas.jp/photo/H0/H03477/s-H03477-standard-mirrored_pair_view-s8SUSER9lQ.jpg, https://shop.adidas.jp/photo/H0/H03477/s-H03477-standard-detail_view_1-VVV3NSAxUP.jpg",友情を讃えてデザインした、新鮮味あふれるキャンパスシューズ。,キャンパス80sのアイコニックなデザイン要素をベースに、新世代やホリデーにインスパイアされたひねりを加えて生まれた、アディダスシューズが登場。このシューズを履いて、大切な人と友情や恋をセレブレートしよう。今季モデルは、配色、グラフィック、ブランディングを一新して、次世代にも通じる新鮮なアイデンティティを感じさせる一足に仕上げている。豊富なカラーバリエーションから、自分にぴったりの色を見つけよう。,"レギュラーフィット,シューレースクロージャー,レザーアッパー,テキスタイルライニング,ラバーアウトソール","22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm","シューズ・靴,スニーカー,オリジナルス,バレンタイン,キャンパス,キャンパス 00s,ローカット,LZJ40"
"戻る,キッズ／子供用,ウェア・服,アウター,ウインドブレーカー,オリジナルス,ADVENTURE,アディダス アドベンチャー ウインドブレーカー",キッズ／子供用 オリジナルス,アディダス アドベンチャー ウインドブレーカー,"9,900","https://shop.adidas.jp/photo/IC/IC5438/s-IC5438-on_model-standard_unisex_pair_shot-BMBV2WWF6s.jpg, https://shop.adidas.jp/photo/IC/IC5438/s-IC5438-on_model-standard_unisex_back_view-JzC67Kt7Ua.jpg, https://shop.adidas.jp/photo/IC/IC5438/s-IC5438-3d_torso-front_center_view-8ly8hP6Vfk.jpg, https://shop.adidas.jp/photo/IC/IC5438/s-IC5438-3d_torso-back_center_view-v4xj2i3F84.jpg, https://shop.adidas.jp/photo/IC/IC5438/s-IC5438-3d_torso-detail_view_1-5ru0Q9fAQY.jpg, https://shop.adidas.jp/photo/IC/IC5438/s-IC5438-3d_torso-detail_view_2-KzKrKitOPA.jpg, https://shop.adidas.jp/photo/IC/IC5438/s-IC5438-3d_torso-detail_view_3-F4nrGQuueL.jpg",リサイクル素材で作られた、ジュニア用ウインドブレーカー。,どこに行くときも、冒険心は持っていたい。これは、アウトドアの素晴らしさからインスピレーションを得て生まれた、動きを妨げない軽いナイロン製のジュニア用ウインドブレーカー。フルジップとフードが悪天候から身体を守ってくれる。アーカイブからのクラシックなアディダス アドベンチャーロゴと、カラーブロックデザインがアクセント。,"レギュラーフィット,フルジップ仕様 / フード付き,リサイクルナイロン100％（平織り）,両サイドにジップポケット","110,120,130,140,150,160,170","ウェア・服,アウター,ウインドブレーカー,オリジナルス,ADVENTURE,プライムグリーン,リサイクル素材,EUZ54"
"戻る,レディース,ウェア・服,トップス,ジャージ,オリジナルス,パーレイ,パーレイ トラックトップ",レディース オリジナルス,パーレイ トラックトップ,"12,100","https://shop.adidas.jp/photo/IC/IC5356/s-IC5356-on_model-standard_view-NnBxXEzZUZ.jpg, https://shop.adidas.jp/photo/IC/IC5356/s-IC5356-on_model-back_view-qdSolN2JDW.jpg, https://shop.adidas.jp/photo/IC/IC5356/s-IC5356-on_model-walking_view-RwrPY1rlSh.jpg, https://shop.adidas.jp/photo/IC/IC5356/s-IC5356-3d_torso-front_center_view-pXZNoQkSUT.jpg, https://shop.adidas.jp/photo/IC/IC5356/s-IC5356-on_model-detail_view_1-BuA5LKfAX6.jpg, https://shop.adidas.jp/photo/IC/IC5356/s-IC5356-on_model-detail_view_2-tbFLbu8dXH.jpg",リサイクル素材を一部使用した、アディダス × パーレイ トラックトップ。,このアディダス トラックトップに目立たたない要素はほとんどないけれど、一つ、隠されたメッセージがある。これは、海への関心を高め、パーレイ・オーシャン・プラスチックプログラムをサポートするためにデザインされたコレクション、Parley Mission Kitの一つ。軽くて丈夫なダブルニット素材を使用しているからアクティブに動くことができる。そして、ルーズなシルエットだからレイヤリングが楽にでき、着心地も快適。,"ルーズフィット,フルジップ / 前開きのフラップにボタン,リサイクルポリエステル75% / 綿25%（ダブルニット）,前にポケット,伸縮性のある袖口と裾","XS,S,M,L,XL,2XL,3XL","ウェア・服,トップス,ジャージ,オリジナルス,パーレイ,パーレイ,プライムブルー,プライムグリーン,リサイクル素材,EVQ86"
"戻る,ユニセックス,シューズ・靴,サンダル,Slide / スライド,オリジナルス,ムーミン,アディダス アディレッタ × ムーミン コルクサンダル / adidas Adilette × Moomin Cork Slides",None オリジナルス,アディダス アディレッタ × ムーミン コルクサンダル / adidas Adilette × Moomin Cork Slides,"7,700","https://shop.adidas.jp/photo/ID/ID4207/s-ID4207-standard-side_lateral_center_view-5YBBhJVn5O.jpg, https://shop.adidas.jp/photo/ID/ID4207/s-ID4207-standard-top_portrait_view-WoK9ZD2iqO.jpg, https://shop.adidas.jp/photo/ID/ID4207/s-ID4207-standard-bottom_view-GeWYP0CAcA.jpg, https://shop.adidas.jp/photo/ID/ID4207/s-ID4207-standard-front_lateral_top_view-akYZGd6Xv4.jpg, https://shop.adidas.jp/photo/ID/ID4207/s-ID4207-standard-back_lateral_top_view-QMhCToycPp.jpg, https://shop.adidas.jp/photo/ID/ID4207/s-ID4207-standard-side_medial_center_view-uCsIP9GIP1.jpg, https://shop.adidas.jp/photo/ID/ID4207/s-ID4207-standard-mirrored_pair_view-lnhdfbHOW7.jpg, https://shop.adidas.jp/photo/ID/ID4207/s-ID4207-standard-detail_view_1-WK5j66ycCo.jpg",ムーミンとのコラボレーションから生まれた快適なサンダル。,日常に太陽のような明るさをもたらしてくれる、アディダス アディレッタ × ムーミンサンダルが登場。アディダスのライフスタイルラインの冒険心を随所に詰め込んだコルクシューズ。快適さと遊び心のあるスタイリッシュさを同時に叶えている。鮮やかなバンデージには、楽しそうに周りの世界を探検するムーミンのキャラクターをあしらっている。どこを歩いていても喜びを感じさせてくれる一足。,"レギュラーフィット,スリッポン,合成アッパー,テキスタイルライニング,ラバーアウトソール","22.5cm,23.5cm,24.5cm,25.5cm,26.5cm,27.5cm","シューズ・靴,サンダル,Slide / スライド,オリジナルス,ムーミン,アディレッタ,LZV45"
"戻る,レディース,ウェア・服,ボトムス,ジャージ,オリジナルス,パーレイ,パーレイ パンツ",レディース オリジナルス,パーレイ パンツ,"10,450","https://shop.adidas.jp/photo/IC/IC5359/s-IC5359-on_model-standard_view-iDu1ba15Tw.jpg, https://shop.adidas.jp/photo/IC/IC5359/s-IC5359-on_model-back_view-CiN5L32Lf7.jpg, https://shop.adidas.jp/photo/IC/IC5359/s-IC5359-on_model-walking_view-oFKkIglF8u.jpg, https://shop.adidas.jp/photo/IC/IC5359/s-IC5359-on_model-detail_view_1-ZSGdMzFUt7.jpg, https://shop.adidas.jp/photo/IC/IC5359/s-IC5359-on_model-detail_view_2-Q8pzlvdJAu.jpg",パーレイ・フォー・ジ・オーシャンズとコラボした、シックでスポーティーなパンツ。,このadidas × Parleyのパンツは、環境へのやさしさとエフォートレスなスタイルを念頭にデザインされたもの。伸縮性のあるウエストにギャザーを入れた、レトロなムードを漂わせるデザイン。シックで洗練されたワイドレッグに仕立て、快適なはき心地も提供する。シグネチャーのスリーストライプスとトレフォイルロゴでルックスを仕上げている。,"レギュラーフィット,伸縮性のウエスト,レーヨン（モダール）70% / リサイクルポリエステル30%（平織り）,両サイドにシームポケット,ワイドレッグ","XS,S,M,L,XL,2XL,3XL","ウェア・服,ボトムス,ジャージ,パンツ,オリジナルス,パーレイ,パーレイ,プライムブルー,リサイクル素材,EVQ90"
"戻る,キッズ／子供用,ウェア・服,トップス,パーカー(フーディー),スポーツウェア,ブラックパンサー,マーベル,adidas × マーベル ブラックパンサー フリースパーカー",キッズ／子供用 スポーツウェア,adidas × マーベル ブラックパンサー フリースパーカー,"4,235","https://shop.adidas.jp/photo/HM/HM2742/s-HM2742-3d_torso-front_center_view-bNh3QxrQ2A.jpg, https://shop.adidas.jp/photo/HM/HM2742/s-HM2742-3d_torso-back_center_view-sDy5dnwcGz.jpg, https://shop.adidas.jp/photo/HM/HM2742/s-HM2742-3d_torso-detail_view_1-TT8O0xDPSr.jpg, https://shop.adidas.jp/photo/HM/HM2742/s-HM2742-3d_torso-detail_view_2-JFD3zuvfsU.jpg, https://shop.adidas.jp/photo/HM/HM2742/s-HM2742-3d_torso-detail_view_3-uGEbB7BzyR.jpg",ブラックパンサーのプリントが際立つ、リサイクル素材使いのパーカー。,スーパーヒーローのための快適なフィット感。このジュニア向けのアディダス パーカーを着れば、そんな感覚を味わえる。フリース使いの快適なフルジップデザインが特徴の一着。マーベルの『ブラックパンサー』のグラフィックを全体にあしらい、胸のバッジでルックスを完成させている。 ,"レギュラーフィット,フルジップ仕様 / フード付き,リサイクルポリエステル100%（フリース［裏起毛］）,フロントポケット,一部に伸縮性を持たせた袖口,総柄プリント,マーベルのブラックパンサーバッジ,©Marvel","130,140,150,160","ウェア・服,トップス,パーカー(フーディー),ジャージ,スポーツウェア,ブラックパンサー,ディズニー,マーベル,プライムブルー,プライムグリーン,リサイクル素材,II901"
"戻る,メンズ,ウェア・服,アウター,ウインドブレーカー,オリジナルス,ADVENTURE,アディダス アドベンチャー ネイチャー アウェイクニング ハーフジップ 総柄プリント ウインドブレーカー",メンズ オリジナルス,アディダス アドベンチャー ネイチャー アウェイクニング ハーフジップ 総柄プリント ウインドブレーカー,"16,500","https://shop.adidas.jp/photo/HR/HR4273/s-HR4273-on_model-standard_view-N9Xn1Ztrii.jpg, https://shop.adidas.jp/photo/HR/HR4273/s-HR4273-on_model-back_view-peQ9la4Vv8.jpg, https://shop.adidas.jp/photo/HR/HR4273/s-HR4273-on_model-walking_view-mnHXRvLNtW.jpg, https://shop.adidas.jp/photo/HR/HR4273/s-HR4273-3d_torso-front_center_view-T7HR8luli2.jpg, https://shop.adidas.jp/photo/HR/HR4273/s-HR4273-on_model-detail_view_1-GQMCMVufig.jpg, https://shop.adidas.jp/photo/HR/HR4273/s-HR4273-on_model-detail_view_2-9j1qeXjjDx.jpg",肌に優しい天然素材のアディダス アドベンチャー ウインドブレーカー。,このアディダス アドベンチャーウインドブレーカーで、自分の未来に投資しよう。軽量のコットンリップストップ生地で仕立てたこのジャケットは、アーカイブにインスパイアされた総柄のサンバーストプリントをあしらった、アウトドアスタイルの一着。ハーフジップのネックラインを備えたルーズフィットの作りで、おしゃれさも快適さも追求したデザイン。クラシックなクルーネックTシャツを中に合わせれば、個性が光るワンランク上の着こなしに。,"ルーズフィット,前にジップ / 調節可能なバンジーコード付きの立ち襟,オーガニックコットン100%（リップストップ）,バンジーコードでフィット感を調節できる裾,伸縮性のある袖口","XS,S,M,L,XL,2XL,3XL","ウェア・服,アウター,ウインドブレーカー,オリジナルス,ADVENTURE,ベターコットン,オーガニックコットン,EUO91"
"戻る,キッズ／子供用,ウェア・服,セットアップ,ジャージ,オリジナルス,MINI ME（ミニミー）,アディカラー SST,アディカラー SST トラックスーツ（ジャージ）",キッズ／子供用 オリジナルス,アディカラー SST トラックスーツ（ジャージ）,"6,589","https://shop.adidas.jp/photo/IB/IB8636/s-IB8636-flat-front_center_view-3N423i3nGc.jpg, https://shop.adidas.jp/photo/IB/IB8636/s-IB8636-flat-standard_top_part_view-hnEAIShqjI.jpg, https://shop.adidas.jp/photo/IB/IB8636/s-IB8636-flat-back_top_part_view-y0Lh2Kvp2T.jpg, https://shop.adidas.jp/photo/IB/IB8636/s-IB8636-flat-standard_bottom_part_view-VskXIft1gr.jpg, https://shop.adidas.jp/photo/IB/IB8636/s-IB8636-flat-back_bottom_part_view-buo8q9ahhs.jpg, https://shop.adidas.jp/photo/IB/IB8636/s-IB8636-flat-detail_view_1-gtpG9WYkJ5.jpg, https://shop.adidas.jp/photo/IB/IB8636/s-IB8636-flat-detail_view_2-qC75JBl8mr.jpg, https://shop.adidas.jp/photo/IB/IB8636/s-IB8636-flat-detail_view_3-7bl9wej8CK.jpg",アーカイブモデルから着想を得た、トリコットのジャージ。,未来のMVPプレーヤーに贈る一着。まだよちよち歩きだってスポーティーに決まるベビー用トラックスーツ。アイコニックな3ストライプと差し色のパイピングをあしらったおしゃれなデザイン。オリジナルを思わせる光沢のあるトリコット素材で仕上げている。 ,"レギュラーフィット,フルジップ / リブ仕上げの襟,リサイクルポリエステル100％（トリコット）,ソフトな着心地,ジャケットの前にウェルトポケット,ラグランスリーブ,ドローコード付きの伸縮性ウエスト,リブ仕上げの袖口と裾,PRIMEBLUE","60,70,80,90,100","ウェア・服,セットアップ,ジャージ,オリジナルス,MINI ME（ミニミー）,アディカラー,アディカラー SST,パーレイ,プライムブルー,プライムグリーン,リサイクル素材,88784"
"戻る,ユニセックス,ランニング,シューズ・靴,スポーツシューズ,アディゼロ,アディゼロ RC,アディゼロ RC 5 / Adizero RC 5",None ランニング,アディゼロ RC 5 / Adizero RC 5,"10,450","https://shop.adidas.jp/photo/HQ/HQ3677/s-HQ3677-standard-side_lateral_center_view-9dBGzCxwdX.jpg, https://shop.adidas.jp/photo/HQ/HQ3677/s-HQ3677-standard-top_portrait_view-07UNt0Wtkd.jpg, https://shop.adidas.jp/photo/HQ/HQ3677/s-HQ3677-standard-bottom_view-jSW9E2xXZe.jpg, https://shop.adidas.jp/photo/HQ/HQ3677/s-HQ3677-standard-front_lateral_top_view-SLLopeFDyT.jpg, https://shop.adidas.jp/photo/HQ/HQ3677/s-HQ3677-standard-back_lateral_top_view-E4FmFFxJHc.jpg, https://shop.adidas.jp/photo/HQ/HQ3677/s-HQ3677-standard-side_medial_center_view-y8AJUYyu2N.jpg, https://shop.adidas.jp/photo/HQ/HQ3677/s-HQ3677-standard-mirrored_pair_view-EhiE7mWqbU.jpg, https://shop.adidas.jp/photo/HQ/HQ3677/s-HQ3677-standard-detail_view_1-JKqEzPjsFD.jpg",リサイクル素材を一部使用した、軽量ランニングシューズ。,ここぞというときスピードが出せるように、トレーニングに勤しもう。このアディダス ランニングシューズは、スピードワーク、テンポランなどのトレーニングやレースの日のために作られたもの。軽量で反発力に優れたミッドソールには、ダイナミックな動きを可能にするLightstrikeクッショニングを搭載。剛性を高めるTORSIONRODSが、キビキビとした足運びを促す。,"シューレースクロージャー,テキスタイルアッパー,Lightstrikeクッショニング,推進力の伝達を高めるTORSIONRODS,重量：245 g（27 cm片足重量）,ミッドソールドロップ：8 mm（ヒール：27 mm / 前足部：19 mm）,ラバーアウトソール,アッパーには、リサイクル素材を50％以上使用","23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,30.0cm","シューズ・靴,スポーツシューズ,ランニング,アディゼロ,アディゼロ RC,ローカット,ロードレースの試合・トレーニング用,ランニングシューズ・靴,LIZ84"
"戻る,レディース,シューズ・靴,サンダル,スポーツサンダル,バイ ステラ マッカートニー,adidas by Stella McCartney HIKAアウトドアサンダル / adidas by Stella McCartney HIKA Outdoor Sandals",レディース バイ ステラ マッカートニー,adidas by Stella McCartney HIKAアウトドアサンダル / adidas by Stella McCartney HIKA Outdoor Sandals,"26,400","https://shop.adidas.jp/photo/HP/HP6322/s-HP6322-standard-side_lateral_center_view-U2yEOLBf1U.jpg, https://shop.adidas.jp/photo/HP/HP6322/s-HP6322-standard-top_portrait_view-1ZDpWePMQ3.jpg, https://shop.adidas.jp/photo/HP/HP6322/s-HP6322-standard-bottom_view-skNRG1ZsBE.jpg, https://shop.adidas.jp/photo/HP/HP6322/s-HP6322-standard-front_lateral_top_view-lOUq3QXK1r.jpg, https://shop.adidas.jp/photo/HP/HP6322/s-HP6322-standard-back_lateral_top_view-47HqMRAXbL.jpg, https://shop.adidas.jp/photo/HP/HP6322/s-HP6322-standard-side_medial_center_view-CdRZ15AzwZ.jpg, https://shop.adidas.jp/photo/HP/HP6322/s-HP6322-standard-mirrored_pair_view-KR8FDdzNnD.jpg, https://shop.adidas.jp/photo/HP/HP6322/s-HP6322-standard-detail_view_1-LhdwtSGVyR.jpg",自然に配慮した、アドベンチャーを楽しむためのハイキングサンダル。,広々とした大地。鬱蒼と木が生い茂る森。なだらかな丘陵。今度のハイキングでは、そんないずれかの風景、あるいは三つとも楽しめるかもしれない。その足取りを支えてくれるadidas by Stella McCartneyのサンダルを履いて、自然を味わいに行こう。パッド入りのフォームには、デザインのボリューム感と、ずっと歩き続けられるような快適さをもたらすという二つの効果がある。大胆なルックスが似合うのは、街の風景だけじゃないから。ふわふわのEVAミッドソールと合成皮革アッパーの組み合わせが、クッション性と優れたサポート力を発揮。何にも気を散らされることなく、瞑想するように一歩一歩前進するのをアシストしてくれる。 ,"レギュラーフィット,面ファスナー式の調節可能なストラップ,バイオベースの合成皮革アッパー,クッション性のある履き心地,テキスタイルライニング,サトウキビ由来の植物ベースの素材を17%使用して作られた、バイオベースのEVAミッドソール,ラバーアウトソール,オーガニックコットンを50%以上使用","22.5cm,23.5cm,24.5cm,25.5cm,26.5cm,27.5cm","シューズ・靴,サンダル,スポーツサンダル,バイ ステラ マッカートニー,アウトドア,ハイキング/トレッキング/登山,ベターコットン,オーガニックコットン,アウトドアシューズ・靴,MBT85"
"戻る,レディース,シューズ・靴,サンダル,スポーツサンダル,バイ ステラ マッカートニー,adidas by Stella McCartney サンダル",レディース バイ ステラ マッカートニー,adidas by Stella McCartney サンダル,"26,400","https://shop.adidas.jp/photo/HP/HP6308/s-HP6308-standard-side_lateral_center_view-4YGWYHyPPq.jpg, https://shop.adidas.jp/photo/HP/HP6308/s-HP6308-standard-top_portrait_view-MortSCztIn.jpg, https://shop.adidas.jp/photo/HP/HP6308/s-HP6308-standard-bottom_view-Wkg9ZF3cbI.jpg, https://shop.adidas.jp/photo/HP/HP6308/s-HP6308-standard-front_lateral_top_view-XyzRndGQvb.jpg, https://shop.adidas.jp/photo/HP/HP6308/s-HP6308-standard-back_lateral_top_view-Zqifi25Hvj.jpg, https://shop.adidas.jp/photo/HP/HP6308/s-HP6308-standard-side_medial_center_view-x6tnQeabsi.jpg, https://shop.adidas.jp/photo/HP/HP6308/s-HP6308-standard-mirrored_pair_view-qLtwe8zePu.jpg, https://shop.adidas.jp/photo/HP/HP6308/s-HP6308-standard-detail_view_1-xrz4yq6gSA.jpg",自然に配慮した、アドベンチャーを楽しむためのハイキングサンダル。,広々とした大地。鬱蒼と木が生い茂る森。なだらかな丘陵。今度のハイキングでは、いずれかの風景、あるいは三つとも楽しめるかもしれない。その足取りを支えてくれるadidas by Stella McCartneyのサンダルを履いて、自然を味わいに行こう。パッド入りのフォームには、デザインのボリューム感と、ずっと歩き続けられるような快適さをもたらすという二つの効果がある。大胆なルックスが似合うのは、街の風景だけじゃないから。ふわふわのEVAミッドソールと合成皮革アッパーの組み合わせが、クッション性と優れたサポート力を発揮。何にも気を散らされることなく、瞑想するように一歩一歩前進するのをアシストしてくれる。 ,"レギュラーフィット,面ファスナー式の調節可能なストラップ,バイオベースの合成皮革アッパー,クッション性のある履き心地,テキスタイルライニング,サトウキビ由来の植物ベースの素材を17%使用して作られた、バイオベースのEVAミッドソール,ラバーアウトソール,オーガニックコットンを50%以上使用","22.5cm,23.5cm,24.5cm,25.5cm,26.5cm,27.5cm","シューズ・靴,サンダル,スポーツサンダル,バイ ステラ マッカートニー,アウトドア,ハイキング/トレッキング/登山,ベターコットン,オーガニックコットン,アウトドアシューズ・靴,LTF89"
"戻る,レディース,シューズ・靴,サンダル,スポーツサンダル,バイ ステラ マッカートニー,adidas by Stella McCartney サンダル",レディース バイ ステラ マッカートニー,adidas by Stella McCartney サンダル,"26,400","https://shop.adidas.jp/photo/HP/HP8599/s-HP8599-standard-side_lateral_center_view-tHKuFlMpME.jpg, https://shop.adidas.jp/photo/HP/HP8599/s-HP8599-standard-top_portrait_view-sDuXZADy6O.jpg, https://shop.adidas.jp/photo/HP/HP8599/s-HP8599-standard-bottom_view-tqfzkQ4fCN.jpg, https://shop.adidas.jp/photo/HP/HP8599/s-HP8599-standard-front_lateral_top_view-GJjyqYmTfW.jpg, https://shop.adidas.jp/photo/HP/HP8599/s-HP8599-standard-back_lateral_top_view-g2Tcl5QPTl.jpg, https://shop.adidas.jp/photo/HP/HP8599/s-HP8599-standard-side_medial_center_view-fJd8ZhxIGJ.jpg, https://shop.adidas.jp/photo/HP/HP8599/s-HP8599-standard-mirrored_pair_view-ML3E1eHgq2.jpg, https://shop.adidas.jp/photo/HP/HP8599/s-HP8599-standard-detail_view_1-75iiro5TBV.jpg",自然に配慮した、アドベンチャーを楽しむためのハイキングサンダル。,広々とした大地。鬱蒼と木が生い茂る森。なだらかな丘陵。今度のハイキングでは、いずれかの風景、あるいは三つとも楽しめるかもしれない。その足取りを支えてくれるadidas by Stella McCartneyのサンダルを履いて、自然を味わいに行こう。パッド入りのフォームには、デザインのボリューム感と、ずっと歩き続けられるような快適さをもたらすという二つの効果がある。大胆なルックスが似合うのは、街の風景だけじゃないから。ふわふわのEVAミッドソールと合成皮革アッパーの組み合わせが、クッション性と優れたサポート力を発揮。何にも気を散らされることなく、瞑想するように一歩一歩前進するのをアシストしてくれる。 ,"レギュラーフィット,面ファスナー式の調節可能なストラップ,バイオベースの合成皮革アッパー,クッション性のある履き心地,テキスタイルライニング,サトウキビ由来の植物ベースの素材を17%使用して作られた、バイオベースのEVAミッドソール,ラバーアウトソール,オーガニックコットンを50%以上使用","22.5cm,23.5cm,24.5cm,25.5cm,26.5cm,27.5cm","シューズ・靴,サンダル,スポーツサンダル,バイ ステラ マッカートニー,アウトドア,ハイキング/トレッキング/登山,ベターコットン,オーガニックコットン,アウトドアシューズ・靴,LTF89"
